Medicare CCN,Projected to Receive DSH in FY 2024,IHS or PR,Rural Community Hospital Demonstration,New Hospital,2018 UCC (Annualized),Length of 2018 Reporting Period,2019 UCC (Annualized),Length of 2019 Reporting Period,2020 UCC (Annualized),Length of 2020 Reporting Period,Factor 3,Total Uncompensated Care Payment,Total Supplemental Payment,Estimated Per Claim Amount, BILLS 2021 , BILLS 2022 , Claims Average 
100044,YES,NO,NO,NO,"$39,952,588.00 ",365,"$30,906,329.00 ",365,30425569,366,0.000994531,5905530.12,N/A,619.09,"9,560","9,518",9539
100045,YES,NO,NO,NO,"$10,546,263.00 ",365,"$12,353,716.00 ",365,11751907,366,0.000339751,2017440.91,N/A,1025.64,"2,006","1,928",1967
100046,YES,NO,NO,NO,"$7,606,624.00 ",365,"$9,859,774.00 ",365,10506219,366,0.00027432,1628912.91,N/A,736.4,"2,211","2,213",2212
100047,NO,NO,NO,NO,"$4,809,840.00 ",365,"$4,765,046.00 ",365,5941479,366,0.000152378,N/A,N/A,N/A, N/A , N/A , N/A 
100048,NO,NO,NO,NO,"$1,494,545.00 ",365,"$1,421,830.00 ",365,1309169,366,0.000041453,N/A,N/A,N/A, N/A , N/A , N/A 
100049,YES,NO,NO,NO,"$2,093,787.00 ",365,"$3,298,049.00 ",365,3097694,366,0.000083161,493809.14,N/A,359.4,"1,469","1,279",1374
100050,YES,NO,NO,NO,"$3,888,764.00 ",365,"$5,938,661.00 ",365,4022435,366,0.000135478,804467.29,N/A,981.06,817,823,820
100051,YES,NO,NO,NO,"$12,567,820.00 ",365,"$17,580,803.00 ",365,19935460,366,0.000491209,2916800.8,N/A,733.23,"4,091","3,864",3978
100052,YES,NO,NO,NO,"$22,240,527.00 ",365,"$24,144,992.00 ",365,24463427,366,0.000694995,4126884.05,N/A,1087.17,"3,863","3,729",3796
100053,YES,NO,NO,NO,"$15,047,194.00 ",365,"$14,746,038.89 ",366,10572249.93,365,0.000395592,2349027.35,N/A,2353.73,"1,021",974,998
100054,NO,NO,NO,NO,"$3,377,710.00 ",365,"$3,581,664.22 ",366,3345206.91,365,0.000101057,N/A,N/A,N/A, N/A , N/A , N/A 
100055,YES,NO,NO,NO,"$5,192,009.00 ",365,"$9,212,382.00 ",365,8457575,366,0.000223852,1329235.15,N/A,910.44,"1,411","1,508",1460
100057,YES,NO,NO,NO,"$16,730,272.00 ",365,"$14,148,384.00 ",365,15012218,366,0.000450596,2675640.09,N/A,547.61,"4,840","4,931",4886
100062,YES,NO,NO,NO,"$16,292,396.94 ",304,"$5,862,418.37 ",426,17664145,366,0.000393007,2333676.28,N/A,550.01,"4,318","4,167",4243
100063,YES,NO,NO,NO,"$17,379,845.00 ",365,"$20,420,873.00 ",365,17149719,366,0.000538488,3197544.7,N/A,1603.58,"1,976","2,011",1994
100067,YES,NO,NO,NO,"$33,543,258.00 ",365,"$35,636,243.00 ",365,30021363,366,0.000972468,5774519.38,N/A,1274.73,"4,408","4,651",4530
100068,YES,NO,NO,NO,"$12,754,665.00 ",365,"$17,495,457.00 ",365,15263699,366,0.000445864,2647541.83,N/A,492.29,"5,210","5,546",5378
100069,YES,NO,NO,NO,"$7,567,051.00 ",365,"$9,560,088.00 ",365,10258795,366,0.000268594,1594910.61,N/A,1358.53,"1,157","1,191",1174
100071,YES,NO,NO,NO,"$12,403,222.00 ",365,"$12,823,214.00 ",365,13448437,366,0.000379492,2253423.29,N/A,1395.31,"1,691","1,539",1615
100072,YES,NO,NO,NO,"$10,214,891.00 ",365,"$11,752,926.00 ",365,12033217,366,0.000333491,1980273.56,N/A,787.07,"2,508","2,523",2516
100073,YES,NO,NO,NO,"$13,611,707.00 ",365,"$16,647,878.37 ",366,8947974.02,365,0.000383516,2277322.92,N/A,574.36,"3,980","3,949",3965
100075,YES,NO,NO,NO,"$78,519,116.00 ",365,"$84,702,604.00 ",365,75592758,366,0.002341505,13903871.73,N/A,1542.3,"8,944","9,086",9015
100077,YES,NO,NO,NO,"$6,702,609.00 ",365,"$7,000,912.00 ",365,7801387,366,0.00021106,1253275.83,N/A,420.84,"3,306","2,650",2978
100079,NO,NO,NO,NO,$0.00 ,365,$0.00 ,366,0,365,0,N/A,N/A,N/A, N/A , N/A , N/A 
100080,YES,NO,NO,NO,"$65,142,117.00 ",365,"$59,152,188.21 ",366,48873813.01,365,0.001698404,10085136,N/A,1526.89,"6,612","6,598",6605
100081,YES,NO,NO,NO,"$20,625.00 ",365,"$14,407.00 ",365,15531,366,0.000000497,2950.01,N/A,73.75,49,31,40
100084,YES,NO,NO,NO,"$12,361,797.00 ",365,"$12,396,162.91 ",366,8699162.2,365,0.000327835,1946684.24,N/A,407.34,"4,898","4,659",4779
100086,YES,NO,NO,NO,"$39,020,033.00 ",365,"$28,488,708.74 ",366,33425587.74,365,0.000991857,5889653.85,N/A,2351.16,"2,587","2,423",2505
100087,YES,NO,NO,NO,"$38,410,541.00 ",365,"$39,094,818.00 ",365,46517435,366,0.001217642,7230363.72,N/A,439.16,"16,618","16,310",16464
100088,YES,NO,NO,NO,"$81,212,801.00 ",365,"$84,801,705.00 ",365,72210059,366,0.002335555,13868539.23,N/A,1160.06,"12,043","11,866",11955
100090,SCH,NO,NO,NO,"$7,602,411.00 ",365,"$12,360,306.00 ",365,11889972,366,0.000312029,N/A,N/A,429.99,"4,427","4,190",4309
100092,YES,NO,NO,NO,"$7,242,682.00 ",365,"$10,602,930.00 ",365,10160939,366,0.000274425,1629538.06,N/A,761.82,"2,271","2,007",2139
100093,YES,NO,NO,NO,"$24,416,082.00 ",365,"$22,578,226.00 ",365,31694124,366,0.000773272,4591693.32,N/A,1141.36,"4,106","3,940",4023
100099,YES,NO,NO,NO,"$3,821,015.00 ",365,"$5,502,593.52 ",304,5050167.27,365,0.000140821,836195.33,N/A,968.94,911,814,863
100105,YES,NO,NO,NO,"$16,541,222.00 ",365,"$15,323,492.00 ",365,14706527,366,0.000456974,2713517.35,N/A,477.65,"5,673","5,688",5681
100106,YES,NO,NO,NO,"$1,613,443.00 ",365,"$1,776,790.08 ",366,1477441.73,365,0.00004771,283299.63,N/A,2248.41,138,114,126
100107,YES,NO,NO,NO,"$4,855,926.00 ",365,"$4,016,256.00 ",365,2919655,366,0.000115646,686709.43,N/A,1264.66,556,530,543
100109,YES,NO,NO,NO,"$7,864,249.00 ",365,"$10,495,740.00 ",365,10200276,366,0.000279942,1662297.33,N/A,445.9,"3,808","3,647",3728
100110,YES,NO,NO,NO,"$31,292,405.00 ",365,"$36,425,798.00 ",365,37072026,366,0.001027749,6102782.91,N/A,2068.04,"3,145","2,757",2951
100113,YES,NO,NO,NO,"$74,010,660.00 ",365,"$98,122,782.46 ",366,83422982.65,365,0.00250347,14865621.04,N/A,1492.08,"10,111","9,814",9963
100117,NO,NO,NO,NO,"$6,741,554.00 ",365,"$11,320,703.00 ",365,8776816,366,0.000262616,N/A,N/A,N/A, N/A , N/A , N/A 
100118,NO,NO,NO,NO,"$7,373,067.00 ",365,"$10,961,417.00 ",365,7886070,366,0.000256577,N/A,N/A,N/A, N/A , N/A , N/A 
100121,YES,NO,NO,NO,"$6,089,767.00 ",365,"$7,078,263.00 ",365,6879611,366,0.000196583,1167312.09,N/A,2066.04,564,565,565
100122,YES,NO,NO,NO,"$4,839,565.00 ",365,"$4,939,181.99 ",366,4623212.73,365,0.000141259,838797.24,N/A,480.96,"1,755","1,732",1744
100124,YES,NO,NO,NO,"$5,477,481.00 ",365,"$7,192,459.63 ",366,6101275.15,365,0.00018389,1091937.45,N/A,916.82,"1,247","1,135",1191
100125,YES,NO,NO,NO,"$45,951,113.00 ",365,"$40,404,950.00 ",365,33026779,366,0.001170984,6953311.69,N/A,6891.29,"1,025",993,1009
100126,YES,NO,NO,NO,"$4,505,777.00 ",365,"$4,893,708.00 ",365,4908208,366,0.000140346,833373.64,N/A,550.08,"1,595","1,434",1515
100127,YES,NO,NO,NO,"$38,451,811.00 ",365,"$44,366,059.00 ",365,39505144,366,0.001199065,7120055.49,N/A,1014.25,"6,918","7,121",7020
100128,YES,NO,NO,NO,"$81,506,575.00 ",365,"$98,582,061.00 ",365,94129479,366,0.0026884,15963736.73,N/A,1677.74,"9,823","9,207",9515
100130,YES,NO,NO,NO,"$4,944,128.00 ",365,"$5,420,943.00 ",365,3653876,366,0.000137299,815282.15,N/A,6271.4,163,97,130
100131,YES,NO,NO,NO,"$26,510,607.00 ",365,"$25,667,367.00 ",365,27168423,366,0.000778757,4624266.4,N/A,1246.1,"3,817","3,605",3711
100132,YES,NO,NO,NO,"$13,586,150.00 ",365,"$13,560,807.00 ",365,11379823,366,0.000377756,2243117.12,N/A,1964.2,"1,126","1,158",1142
100134,SCH,NO,NO,NO,"$4,752,170.00 ",365,"$4,695,938.00 ",365,5067645,366,0.000142469,N/A,N/A,5388.43,176,138,157
100135,YES,NO,NO,NO,"$47,947,904.00 ",365,"$52,242,210.00 ",365,48794735,366,0.00146097,8675247.95,N/A,1631.61,"5,505","5,129",5317
100137,YES,NO,NO,NO,"$9,698,320.12 ",427,"$7,743,915.64 ",304,7410406.01,365,0.000243983,1448774.23,N/A,916.95,"1,542","1,618",1580
100140,YES,NO,NO,NO,"$5,234,184.00 ",365,"$5,579,605.00 ",365,4923390,366,0.000154298,916220.37,N/A,774.49,"1,220","1,146",1183
100142,YES,NO,NO,NO,"$3,757,398.00 ",365,"$4,081,070.00 ",365,4593463,366,0.000122005,724466.65,N/A,872.85,904,755,830
100150,SCH,NO,NO,NO,"$8,353,666.00 ",365,"$9,518,935.00 ",365,9838650,366,0.000271818,N/A,N/A,2107.12,770,761,766
100151,NO,NO,NO,NO,"$15,541,612.00 ",365,"$16,855,766.00 ",365,20181475,366,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100154,YES,NO,NO,NO,"$24,695,758.00 ",365,"$27,940,702.00 ",365,25336869,366,0.000764435,4539219.83,N/A,1896.08,"2,400","2,387",2394
100156,SCH,NO,NO,NO,"$6,133,885.00 ",365,"$6,596,836.00 ",365,6840002,366,0.000192003,N/A,N/A,424.62,"2,764","2,606",2685
100157,YES,NO,NO,NO,"$61,335,853.00 ",365,"$64,649,629.00 ",365,70444391,366,0.001927633,11446295.5,N/A,1245.25,"9,293","9,090",9192
100161,YES,NO,NO,NO,"$22,290,779.00 ",365,"$23,346,858.01 ",366,19917180.53,365,0.000642697,3816341.88,N/A,1901.52,"2,160","1,853",2007
100166,NO,NO,NO,NO,"$6,505,712.00 ",365,"$7,193,672.00 ",365,6520610,366,0.000198247,N/A,N/A,N/A, N/A , N/A , N/A 
100167,YES,NO,NO,NO,"$40,733,041.00 ",365,"$35,469,254.96 ",366,31756750.08,365,0.001059296,6290109.46,N/A,3005.31,"2,394","1,791",2093
100168,NO,NO,NO,NO,"$6,054,092.00 ",365,"$7,553,405.22 ",92,4500090,366,0.000177172,N/A,N/A,N/A, N/A , N/A , N/A 
100173,YES,NO,NO,NO,"$24,981,153.00 ",365,"$32,691,975.00 ",365,34370195,366,0.000902565,5359434.48,N/A,1280.02,"4,141","4,232",4187
100175,YES,NO,NO,NO,"$4,102,749.00 ",365,"$3,892,774.00 ",365,5031604,366,0.000127966,759864.53,N/A,3166.1,297,183,240
100176,NO,NO,NO,NO,"$9,473,856.00 ",365,"$7,630,026.00 ",365,7491859,366,0.000241475,N/A,N/A,N/A, N/A , N/A , N/A 
100177,YES,NO,NO,NO,"$12,902,109.00 ",365,"$11,648,004.00 ",365,10195375,366,0.000340853,2023988.28,N/A,1046.53,"1,892","1,975",1934
100179,YES,NO,NO,NO,"$35,162,487.00 ",365,"$35,913,495.00 ",365,33584606,366,0.001026538,6095592.4,N/A,1487.09,"4,349","3,849",4099
100180,YES,NO,NO,NO,"$12,103,875.00 ",365,"$12,435,697.60 ",366,9965786.93,365,0.000338234,2008432.85,N/A,1693.45,"1,301","1,071",1186
100181,YES,NO,NO,NO,"$7,372,423.00 ",365,"$3,714,515.00 ",365,3965393,366,0.000148052,879134.56,N/A,999.02,859,900,880
100183,YES,NO,NO,NO,"$6,911,287.00 ",365,"$6,932,741.00 ",365,6250892,366,0.00019708,1170265.28,N/A,1233.16,"1,086",811,949
100187,YES,NO,NO,NO,"$21,373,061.00 ",365,"$20,897,485.00 ",365,17959752,366,0.000590654,3507307.49,N/A,1899.95,"1,912","1,780",1846
100189,YES,NO,NO,NO,"$15,135,341.00 ",365,"$16,322,517.00 ",365,13598341,366,0.000441645,2622489.48,N/A,1205.19,"2,320","2,031",2176
100191,YES,NO,NO,NO,"$21,408,272.00 ",365,"$19,618,767.95 ",366,19020963.85,365,0.000589257,3499009.23,N/A,1172.98,"3,028","2,937",2983
100200,YES,NO,NO,NO,"$16,646,818.00 ",365,"$13,428,819.71 ",366,14676408.48,365,0.000439525,2609902.43,N/A,2660.45,915,"1,046",981
100204,YES,NO,NO,NO,"$23,431,420.00 ",365,"$27,422,956.61 ",366,25686740.35,365,0.000750414,4455963.51,N/A,492.15,"9,274","8,833",9054
100206,YES,NO,NO,NO,"$13,166,166.00 ",365,"$11,786,084.00 ",365,11829964,366,0.000361021,2143743.36,N/A,1789.44,"1,153","1,243",1198
100209,YES,NO,NO,NO,"$34,049,533.00 ",365,"$34,759,596.00 ",365,32324553,366,0.000991926,5890062.11,N/A,2860.64,"2,013","2,105",2059
100211,YES,NO,NO,NO,"$3,226,588.03 ",183,"$4,118,037.00 ",365,5128381,366,0.000122413,726889.81,N/A,862.27,850,836,843
100212,YES,NO,NO,NO,"$30,792,460.00 ",365,"$33,496,097.87 ",366,36603721.17,365,0.000990013,5878702.29,N/A,571.47,"10,310","10,263",10287
100213,YES,NO,NO,NO,"$20,801,366.00 ",365,"$22,583,976.09 ",366,21490755.91,365,0.000636241,3778001.61,N/A,869.71,"4,351","4,336",4344
100217,NO,NO,NO,NO,"$3,015,994.00 ",365,"$3,541,656.00 ",365,3751958,366,0.000101128,N/A,N/A,N/A, N/A , N/A , N/A 
100220,YES,NO,NO,NO,"$20,089,577.00 ",365,"$20,955,611.00 ",365,24430442,366,0.000642734,3816561.58,N/A,438.99,"8,628","8,760",8694
100223,YES,NO,NO,NO,"$20,504,649.00 ",365,"$24,348,901.68 ",366,20921616.89,365,0.000644603,3827654.19,N/A,910.91,"4,105","4,299",4202
100224,YES,NO,NO,NO,"$11,811,193.00 ",365,"$12,071,199.22 ",366,11695137.93,365,0.000349001,2072371.74,N/A,1292.81,"1,594","1,612",1603
100226,YES,NO,NO,NO,"$33,686,710.00 ",365,"$34,344,112.54 ",366,35449636.93,365,0.001015364,6029240.9,N/A,1377.48,"4,586","4,167",4377
100228,YES,NO,NO,NO,"$14,911,373.00 ",365,"$14,869,232.00 ",365,13355571,366,0.000423059,2512130.02,N/A,855.63,"2,959","2,912",2936
100230,YES,NO,NO,NO,"$23,076,412.00 ",365,"$16,630,876.95 ",366,19651749.3,365,0.000583344,3463898.27,N/A,3283.32,"1,045","1,064",1055
100231,YES,NO,NO,NO,"$20,521,847.00 ",365,"$24,502,714.28 ",366,20107245.83,365,0.000638166,3789433.59,N/A,681.06,"5,831","5,297",5564
100232,YES,NO,NO,NO,"$8,630,537.00 ",365,"$8,390,699.78 ",366,7980920.79,365,0.000245283,1456493.82,N/A,809.61,"1,943","1,655",1799
100236,NO,NO,NO,NO,"$6,054,711.00 ",365,"$6,125,311.00 ",365,5394135,366,0.000172338,N/A,N/A,N/A, N/A , N/A , N/A 
100238,YES,NO,NO,NO,"$16,054,335.00 ",365,"$17,837,992.00 ",365,15136431,366,0.000480569,2853622.34,N/A,1152.51,"2,560","2,392",2476
100242,YES,NO,NO,NO,"$16,092,297.00 ",365,"$18,649,088.00 ",365,17267519,366,0.00050989,3027728.39,N/A,755.61,"4,113","3,900",4007
100243,YES,NO,NO,NO,"$31,447,591.00 ",365,"$34,418,691.00 ",365,32657446,366,0.000966187,5737227.51,N/A,1493.29,"3,972","3,712",3842
100244,YES,NO,NO,NO,"$15,871,164.00 ",365,"$17,355,377.00 ",365,19316450,366,0.000515614,3061721.61,N/A,628.43,"5,055","4,689",4872
100246,YES,NO,NO,NO,"$28,163,473.00 ",365,"$33,190,280.00 ",365,31671622,366,0.000912079,5415929.88,N/A,1279.15,"4,276","4,192",4234
100248,YES,NO,NO,NO,"$22,235,079.00 ",365,"$23,240,509.37 ",366,22487582.48,365,0.00066664,3958515.36,N/A,1124.26,"3,600","3,442",3521
100249,YES,NO,NO,NO,"$5,045,940.00 ",365,"$5,238,039.00 ",365,3942499,366,0.000139416,827851.96,N/A,363.09,"2,399","2,160",2280
100252,SCH,NO,NO,NO,"$6,658,944.00 ",365,"$7,278,970.61 ",366,5315319.73,365,0.000188619,N/A,N/A,1032.28,"1,154","1,015",1085
100253,NO,NO,NO,NO,"$3,456,227.00 ",365,"$6,037,448.00 ",365,5333247,366,0.000145155,N/A,N/A,N/A, N/A , N/A , N/A 
100254,YES,NO,NO,NO,"$20,001,555.00 ",365,"$23,106,232.25 ",366,21222709.55,365,0.000630674,3744949.1,N/A,1258.38,"3,266","2,685",2976
100256,YES,NO,NO,NO,"$17,616,795.00 ",365,"$17,730,102.38 ",366,17557842.25,365,0.000519044,3082086.99,N/A,757.64,"4,394","3,742",4068
100258,NO,NO,NO,NO,"$13,376,586.00 ",365,"$12,941,343.00 ",365,11685691,366,0.000372767,N/A,N/A,N/A, N/A , N/A , N/A 
100259,NO,NO,NO,NO,"$4,489,814.00 ",365,"$4,439,856.01 ",366,4628049.95,365,0.000133048,N/A,N/A,N/A, N/A , N/A , N/A 
100260,YES,NO,NO,NO,"$12,694,328.00 ",365,"$14,062,086.00 ",365,13105685,366,0.00039087,2320989.5,N/A,616.96,"3,802","3,721",3762
100264,YES,NO,NO,NO,"$11,371,198.00 ",365,"$11,789,053.22 ",366,11670997.97,365,0.000341694,2028983.15,N/A,380.39,"5,514","5,154",5334
100265,YES,NO,NO,NO,"$15,662,386.00 ",365,"$16,619,541.00 ",365,14770343,366,0.000461351,2739507.26,N/A,580.65,"4,629","4,806",4718
100266,NO,NO,NO,NO,"$4,157,064.00 ",365,"$4,134,227.00 ",365,4538890,366,0.000125932,N/A,N/A,N/A, N/A , N/A , N/A 
100267,NO,NO,NO,NO,"$2,555,994.00 ",365,"$2,671,245.00 ",365,2608059,366,0.000076858,N/A,N/A,N/A, N/A , N/A , N/A 
100268,YES,NO,NO,NO,"$9,435,719.00 ",365,"$9,520,433.00 ",365,7928719,366,0.000263589,1565194.72,N/A,991.89,"1,577","1,578",1578
100269,YES,NO,NO,NO,"$16,078,616.00 ",365,"$15,276,158.51 ",366,10390174.45,365,0.000409091,2429182.77,N/A,1347.3,"1,797","1,809",1803
100271,NO,NO,NO,NO,"$253,801.00 ",365,"$330,464.62 ",366,364346.48,365,0.000009304,N/A,N/A,N/A, N/A , N/A , N/A 
100275,YES,NO,NO,NO,"$11,171,038.00 ",365,"$13,593,104.00 ",365,13107930,366,0.000371302,2204794.46,N/A,877.36,"2,458","2,568",2513
100276,YES,NO,NO,NO,"$19,097,488.00 ",365,"$17,734,766.60 ",366,13365743.42,365,0.000492139,2922324.24,N/A,1778.65,"1,616","1,669",1643
100277,YES,NO,NO,NO,"$187,648.00 ",365,"$96,599.34 ",366,649545.72,365,0.000009234,54832.03,N/A,13708.01,5,3,4
100281,YES,NO,NO,NO,"$29,908,006.00 ",365,"$30,769,383.32 ",366,31291323.42,365,0.000902331,5358047.07,N/A,1692.37,"2,989","3,342",3166
100284,YES,NO,NO,NO,"$2,785,356.00 ",365,"$3,451,946.00 ",365,3525786,366,0.000095737,568489.8,N/A,640.91,950,823,887
100285,YES,NO,NO,NO,"$13,240,781.00 ",365,"$16,327,222.88 ",366,12950028.59,365,0.000416491,2473126.64,N/A,3154.5,719,849,784
100286,NO,NO,NO,NO,"$12,076,909.00 ",365,"$10,630,348.00 ",365,13547617,366,0.000356184,N/A,N/A,N/A, N/A , N/A , N/A 
100287,YES,NO,NO,NO,"$12,673,688.00 ",365,"$12,792,848.10 ",366,12586686.85,365,0.000373324,2216800.84,N/A,848.37,"2,571","2,655",2613
100288,YES,NO,NO,NO,"$21,547,977.00 ",365,"$21,039,226.28 ",366,19923268.16,365,0.000613239,3641417.95,N/A,2329.76,"1,582","1,544",1563
100289,NO,NO,NO,NO,"$7,140,638.00 ",365,"$8,001,484.00 ",365,7383103,366,0.000220855,N/A,N/A,N/A, N/A , N/A , N/A 
100290,NO,NO,NO,NO,"$5,595,155.00 ",365,"$7,582,846.08 ",366,4725227.46,365,0.000175144,N/A,N/A,N/A, N/A , N/A , N/A 
100291,YES,NO,NO,NO,"$2,303,004.00 ",365,"$3,846,858.00 ",365,3697282,366,0.000096456,572753.46,N/A,476.9,"1,205","1,196",1201
100292,YES,NO,NO,NO,"$10,643,678.00 ",365,"$9,769,339.69 ",366,9546196.5,365,0.000293999,1745770.75,N/A,1276.15,"1,283","1,452",1368
100296,YES,NO,NO,NO,"$8,262,406.00 ",365,"$6,956,296.00 ",365,7227933,366,0.000220387,1308658.02,N/A,1012.89,"1,252","1,331",1292
100298,NO,NO,NO,NO,$0.00 ,365,$0.00 ,366,0,365,0,N/A,N/A,N/A, N/A , N/A , N/A 
100299,NO,NO,NO,NO,"$5,733,826.00 ",365,"$5,142,938.00 ",365,4730160,366,0.000153134,N/A,N/A,N/A, N/A , N/A , N/A 
100302,YES,NO,NO,NO,"$5,786,784.00 ",365,"$5,689,727.00 ",365,5596018,366,0.000167505,994646.42,N/A,802.78,"1,145","1,332",1239
100307,YES,NO,NO,NO,"$12,092,661.00 ",365,"$12,436,986.07 ",366,14323048.01,365,0.000381389,2264688.36,N/A,1214.96,"1,922","1,805",1864
100313,YES,NO,NO,NO,"$2,420,634.00 ",365,"$2,406,312.36 ",366,2356964.79,365,0.000070481,418513.72,N/A,2615.71,155,165,160
100314,YES,NO,NO,NO,"$18,970,100.00 ",365,"$19,971,048.00 ",365,18750528,366,0.000565808,3359773.09,N/A,2776.67,"1,145","1,275",1210
100315,NO,NO,NO,NO,"$4,454,906.00 ",365,"$3,618,158.00 ",365,4550213,366,0.000124038,N/A,N/A,N/A, N/A , N/A , N/A 
100316,YES,NO,NO,NO,"$14,270,322.00 ",365,"$12,362,444.00 ",365,11678920,366,0.000375992,2232642.32,N/A,1072.87,"1,983","2,178",2081
100319,YES,NO,NO,NO,"$6,755,335.00 ",365,"$9,544,227.00 ",365,11221120,366,0.000269955,1602995.22,N/A,681.55,"2,176","2,527",2352
100320,YES,NO,NO,NO,"$8,177,369.00 ",365,"$8,109,831.28 ",366,7363714.44,365,0.000231971,1377444.74,N/A,1953.82,720,689,705
100321,YES,NO,NO,NO,"$9,794,888.00 ",365,"$10,265,993.99 ",366,10499221.4,365,0.000299824,1780354.66,N/A,782.57,"2,252","2,297",2275
100322,NO,NO,NO,NO,,,,,,,0,N/A,N/A,N/A, N/A , N/A , N/A 
100329,YES,NO,NO,NO,"$5,332,298.00 ",365,"$7,414,233.00 ",365,7584951,366,0.00019931,1183502.98,N/A,1201.53,983,987,985
100330,YES,NO,NO,NO,,0,,0,3672428.75,240,0.000109367,649420.9,N/A,2414.2,231,306,269
100346,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100347,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100348,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100349,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100350,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100351,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100353,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100354,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100355,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100356,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100357,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100358,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100359,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100360,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
100361,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110001,YES,NO,NO,NO,"$22,401,693.00 ",365,"$24,780,713.00 ",365,25833686,366,0.000716299,4253386.68,N/A,1653.73,"2,594","2,550",2572
110002,YES,NO,NO,NO,"$8,984,857.00 ",365,"$8,236,040.00 ",365,8462190,366,0.000252085,1496879.58,N/A,1799.13,861,802,832
110003,YES,NO,NO,NO,"$8,724,040.00 ",365,"$10,464,859.00 ",365,9394539,366,0.000280162,1663604.49,N/A,1124.06,"1,566","1,394",1480
110005,YES,NO,NO,NO,"$38,955,411.00 ",365,"$39,861,670.00 ",365,38834663,366,0.001154137,6853272.88,N/A,1566.82,"4,326","4,421",4374
110006,YES,NO,NO,NO,"$15,507,356.00 ",365,"$12,401,008.63 ",366,12263140.85,365,0.000394413,2342026.83,N/A,1125.97,"2,145","2,015",2080
110007,SCH,NO,NO,NO,"$23,322,101.00 ",365,"$27,065,278.55 ",366,35572586.86,365,0.000844031,N/A,N/A,1413.39,"3,921","3,171",3546
110008,YES,NO,NO,NO,"$32,871,002.00 ",365,"$34,072,790.00 ",365,37063203,366,0.001020698,6060910.1,N/A,1489.17,"3,947","4,193",4070
110010,YES,NO,NO,NO,"$65,386,339.00 ",365,"$62,147,043.13 ",366,42695361.99,365,0.001668253,9906096.38,N/A,1554.14,"6,805","5,943",6374
110011,YES,NO,NO,NO,"$22,356,635.00 ",365,"$24,988,742.69 ",366,39580205.64,365,0.00085431,5072897.72,N/A,2068.88,"2,538","2,365",2452
110015,YES,NO,NO,NO,"$11,815,967.00 ",365,"$14,056,329.51 ",366,25054578.13,365,0.000500731,2973341.28,N/A,3612.81,877,768,823
110016,YES,NO,NO,NO,"$22,024,200.00 ",365,"$23,849,285.49 ",366,23456534.89,365,0.000680017,4037946.74,N/A,2107.49,"2,136","1,696",1916
110018,YES,NO,NO,NO,"$14,238,440.00 ",365,"$12,497,153.22 ",366,10662562.68,365,0.000366881,2178539.77,N/A,1803.43,"1,192","1,223",1208
110023,YES,NO,NO,NO,"$7,962,262.00 ",365,"$11,059,865.00 ",365,9861638,366,0.000282969,1680271.04,N/A,1416.75,"1,266","1,105",1186
110024,YES,NO,NO,NO,"$24,852,330.00 ",365,"$25,010,141.07 ",366,25040580.89,365,0.0007349,4363838.47,N/A,2269.29,"1,915","1,931",1923
110025,SCH,NO,NO,NO,"$23,804,924.00 ",365,"$24,278,321.05 ",366,23889491.84,365,0.000706071,N/A,N/A,1239.33,"3,557","3,209",3383
110027,YES,NO,NO,NO,"$3,662,563.00 ",365,"$4,826,896.63 ",366,4054365.5,365,0.000122877,729645.17,N/A,1422.31,564,461,513
110028,YES,NO,NO,NO,"$33,441,402.00 ",365,"$39,966,814.00 ",365,34690443,366,0.001059398,6290715.35,N/A,1014.47,"6,414","5,987",6201
110029,YES,NO,NO,NO,"$87,610,824.00 ",365,"$83,968,502.00 ",365,97045934,366,0.002637459,15661247.09,N/A,1536.17,"10,551","9,838",10195
110030,YES,NO,NO,NO,"$14,122,652.00 ",365,"$13,156,899.00 ",365,14863297,366,0.00041377,2456969.43,N/A,1396.8,"1,869","1,649",1759
